pan_id,date,season,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,sunshine_hours,water_depth_cm,brine_density_be,salt_thickness_mm,days_since_last_rain,precipitation_7d_forecast_mm,precipitation_probability_pct,next7d_rain_mm,harvest_readiness,climate_risk,harvest_ready_flag,yield_kg,action_recorded,area_m2,latitude,longitude
PAN-1,2022-10-02,other,24.87,79.14,9.16,0.0,8.57,14.06,20.78,0.0,8,4.14,23.7,4.57,0.009,0.1102,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-03,other,23.67,72.78,10.59,0.0,11.16,13.81,21.16,0.0,9,0.0,13.5,0.0,0.0,0.0714,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-04,other,26.36,90.27,13.2,0.0,9.39,13.7,21.34,0.0,10,0.79,13.0,0.0,0.0097,0.0476,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-05,other,22.56,59.6,4.58,0.0,12.69,13.47,21.71,0.0,11,21.57,17.0,22.58,0.0,0.2527,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-06,other,24.92,65.55,5.01,0.0,10.28,13.25,22.07,0.0,12,0.81,9.5,0.0,0.0162,0.0621,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-07,other,21.97,72.83,10.18,0.0,10.9,13.03,22.44,0.0,13,0.34,0.8,0.0,0.0,0.0,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-08,other,24.58,56.96,3.2,0.0,10.85,12.8,22.84,0.0,14,4.14,3.6,4.1,0.1035,0.1434,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-09,other,23.46,81.78,3.71,0.0,10.33,12.71,23.01,0.0,15,0.0,6.1,0.0,0.0,0.1567,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-10,other,24.66,64.23,2.56,0.0,12.36,12.52,23.35,0.0,16,4.99,15.7,4.87,0.0,0.015,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-11,other,21.51,75.87,14.87,0.0,9.54,12.29,23.79,0.0,17,7.92,16.8,8.98,0.0,0.1233,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-12,other,25.74,68.27,5.32,0.0,11.41,12.06,24.23,0.0,18,0.21,9.6,0.0,0.0682,0.134,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-13,other,22.76,75.83,1.24,5.82,8.74,12.56,23.27,0.0,0,22.31,22.1,21.93,0.0296,0.246,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-14,other,23.02,58.06,4.92,0.0,10.6,12.32,23.72,0.0,1,0.68,6.7,0.0,0.0,0.1642,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-15,other,21.27,60.59,14.52,25.6,9.64,14.51,20.14,0.0,0,13.76,26.1,11.44,0.0636,0.0938,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-16,other,21.93,66.62,12.3,0.0,10.35,14.21,20.56,0.0,1,1.47,5.6,0.85,0.1258,0.0,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-17,other,27.0,76.52,3.51,0.0,9.89,14.07,20.77,0.0,2,2.09,6.1,1.95,0.0008,0.0215,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-18,other,21.03,66.5,6.47,0.0,12.5,13.86,21.08,0.0,3,10.97,17.5,11.12,0.1028,0.124,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-19,other,18.56,68.32,7.53,0.0,10.14,13.69,21.34,0.0,4,0.0,3.9,0.0,0.0218,0.0768,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-20,other,24.06,65.91,7.8,0.0,12.85,13.41,21.79,0.0,5,13.58,17.5,13.59,0.0937,0.1877,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-21,other,19.19,69.8,9.47,0.0,9.68,13.22,22.1,0.0,6,0.0,14.7,0.0,0.0172,0.0496,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-22,other,23.74,76.05,2.69,0.0,10.83,13.11,22.29,0.0,7,0.0,12.0,0.0,0.0666,0.1245,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-23,other,23.41,66.46,9.38,0.0,11.28,12.83,22.78,0.0,8,0.0,8.5,0.0,0.0699,0.0733,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-24,other,22.24,67.78,10.34,0.0,9.18,12.58,23.23,0.0,9,2.02,7.0,2.05,0.0,0.1087,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-25,other,21.78,65.52,14.47,0.0,9.0,12.26,23.84,0.0,10,10.73,20.0,9.89,0.0676,0.2487,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-26,other,23.29,77.13,9.05,0.0,10.67,12.08,24.2,0.0,11,8.12,8.8,9.89,0.0576,0.0878,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-27,other,23.51,66.98,7.22,0.0,9.86,12.0,24.4,0.0,12,0.0,17.5,0.0,0.0598,0.147,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-28,other,23.34,79.82,9.32,0.0,11.54,12.0,24.45,0.0,13,21.0,22.3,20.34,0.0232,0.3181,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-29,other,27.27,69.6,1.99,9.32,9.03,12.78,22.96,0.0,0,0.0,13.2,0.0,0.0,0.1721,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-30,other,21.95,58.72,11.33,0.0,12.44,12.41,23.65,0.0,1,22.94,21.4,19.98,0.0391,0.289,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-10-31,other,19.88,69.1,4.09,0.0,11.95,12.27,23.92,0.0,2,12.48,5.8,12.71,0.0,0.1878,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-01,other,24.34,82.55,10.85,0.0,10.98,12.1,24.25,0.0,3,2.43,5.4,2.69,0.0516,0.0998,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-02,other,20.47,74.06,13.05,0.0,11.14,12.0,24.49,0.0,4,0.31,5.0,0.0,0.0687,0.1874,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-03,other,21.89,79.16,5.64,0.0,9.97,12.0,24.52,0.0,5,0.96,15.6,0.0,0.0061,0.0412,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-04,other,26.59,68.14,2.5,0.0,11.08,12.0,24.57,0.0,6,1.3,0.4,0.0,0.1039,0.0804,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-05,other,20.66,80.84,16.64,0.0,11.44,12.0,24.63,0.0,7,0.56,2.6,0.0,0.1358,0.0401,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-06,other,23.1,75.13,13.83,0.0,12.53,12.0,24.71,0.0,8,10.99,13.7,12.07,0.0779,0.2945,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-07,other,21.86,73.71,9.57,0.0,10.98,12.0,24.77,0.0,9,0.0,1.6,0.0,0.0761,0.1765,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-08,other,24.44,70.5,8.23,0.0,12.65,12.0,24.84,0.0,10,0.0,8.6,0.0,0.1424,0.0879,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-09,other,22.51,64.82,4.02,22.77,10.51,14.1,21.14,0.0,0,1.01,12.1,1.03,0.0131,0.0665,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-10,other,25.02,74.34,7.27,0.0,9.15,13.91,21.43,0.0,1,40.6,44.1,44.33,0.0196,0.2609,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-11,other,25.52,68.39,13.18,0.0,12.02,13.52,22.04,0.0,2,0.62,12.8,0.0,0.0,0.0542,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-12,other,22.56,55.37,12.39,0.0,12.03,13.08,22.78,0.0,3,3.48,12.9,3.39,0.0357,0.1184,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-13,other,25.08,76.96,3.89,0.0,10.99,12.94,23.02,0.0,4,15.46,16.1,15.32,0.0,0.2247,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-14,other,23.46,73.51,5.86,0.0,12.23,12.76,23.34,0.0,5,2.95,10.5,2.9,0.0,0.1077,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-15,other,22.4,88.48,11.0,0.0,12.42,12.66,23.53,0.0,6,0.0,0.8,0.0,0.0525,0.0779,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-16,other,18.91,72.98,6.26,0.0,10.72,12.53,23.78,0.0,7,0.29,4.6,0.0,0.0,0.0528,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-17,other,21.42,65.77,12.19,0.0,9.91,12.24,24.34,0.0,8,0.0,13.6,0.0,0.0595,0.0506,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-18,other,19.94,70.0,2.02,0.0,10.18,12.14,24.54,0.0,9,8.64,16.4,9.73,0.0654,0.2189,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-19,other,22.16,90.4,2.47,0.0,11.35,12.1,24.62,0.0,10,18.24,27.5,17.11,0.0,0.2422,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-20,other,27.15,66.74,0.0,0.0,8.82,12.0,24.83,0.0,11,1.03,13.3,0.0,0.0813,0.0376,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-21,other,20.38,64.23,8.43,0.0,11.18,12.0,24.9,0.0,12,0.33,5.3,0.0,0.0824,0.0806,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-22,other,22.3,60.66,3.04,0.0,11.8,12.0,24.95,0.0,13,8.74,12.2,8.94,0.048,0.1748,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-23,other,21.99,76.95,7.2,0.0,10.42,12.0,24.99,0.0,14,0.75,1.2,0.0,0.1091,0.0,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-24,other,23.02,59.35,13.04,0.0,11.94,12.0,25.11,0.0,15,0.54,7.4,0.0,0.1117,0.0003,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-25,other,22.92,63.38,3.43,0.0,12.18,11.96,25.27,0.0,16,1.7,13.0,2.61,0.1239,0.097,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-26,other,25.48,64.15,6.26,0.0,10.77,11.94,25.26,0.0,17,2.39,10.4,3.04,0.1881,0.106,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-27,other,19.97,89.96,12.47,0.0,12.95,11.98,25.46,0.0,18,5.61,11.4,5.63,0.1246,0.0975,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-28,other,24.08,68.11,8.74,0.0,11.11,11.93,25.49,0.0,19,0.0,14.6,0.0,0.1972,0.1161,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-29,other,20.78,74.02,4.95,0.0,10.81,11.97,25.62,0.0,20,0.28,20.5,0.0,0.2322,0.1623,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-11-30,other,25.15,62.59,2.97,0.0,11.83,11.94,25.73,0.0,21,6.81,13.1,6.36,0.185,0.0857,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-01,other,24.73,67.49,13.56,0.0,10.44,11.89,25.57,0.0,22,6.05,14.5,5.52,0.219,0.0556,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-02,other,24.54,64.11,7.84,0.0,10.14,11.92,25.42,0.0,23,2.1,18.2,1.94,0.1768,0.156,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-03,other,26.0,49.78,12.54,0.0,11.6,11.84,24.87,0.0,24,0.0,16.3,0.0,0.0642,0.1904,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-04,other,29.28,65.98,12.98,0.0,8.94,12.0,24.72,0.0,25,0.84,12.9,0.0,0.0766,0.0905,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-05,other,25.87,75.94,9.26,0.0,12.56,12.0,24.79,0.0,26,0.0,4.1,0.0,0.141,0.1528,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-06,other,26.63,65.96,2.73,0.0,10.64,12.0,24.85,0.0,27,16.38,20.4,17.33,0.0543,0.2586,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-07,other,23.03,65.39,12.03,3.27,10.09,12.01,24.84,0.0,0,0.19,10.2,0.0,0.0577,0.0287,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-08,other,25.42,75.38,8.88,0.0,10.45,12.0,24.92,0.0,1,0.84,16.1,0.0,0.1283,0.1311,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-09,other,26.82,54.77,15.31,0.0,11.31,12.0,25.11,0.0,2,6.04,21.3,5.48,0.194,0.1449,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-10,other,22.72,60.63,1.65,0.0,11.9,11.96,25.31,0.0,3,0.0,12.5,0.0,0.2156,0.0901,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-11,other,27.57,55.37,10.36,0.0,10.23,11.88,24.98,0.0,4,0.3,0.0,0.0,0.0999,0.0302,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-12,other,24.31,59.65,8.83,0.0,12.67,12.0,24.87,0.0,5,1.72,22.2,2.09,0.1331,0.1745,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-13,other,26.43,62.03,10.53,0.0,10.33,12.0,24.99,0.0,6,0.0,0.0,0.0,0.1405,0.0937,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-14,other,25.98,57.93,10.13,0.0,11.25,12.0,25.12,0.0,7,19.54,37.5,19.98,0.126,0.2412,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-15,other,25.03,62.67,9.26,0.0,11.18,11.92,25.06,0.0,8,0.0,9.6,0.0,0.1345,0.0677,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-16,other,28.0,46.28,3.51,0.0,9.86,11.92,24.85,0.0,9,0.08,17.9,0.0,0.1443,0.2224,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-17,other,22.16,65.42,1.1,0.0,13.0,12.0,24.75,0.0,10,34.34,41.2,35.65,0.078,0.2858,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-18,other,24.57,67.05,2.39,0.0,12.42,12.0,24.8,0.0,11,0.51,14.1,0.0,0.097,0.1261,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-19,other,24.66,72.41,13.08,0.0,11.32,12.0,24.89,0.0,12,0.0,5.3,0.0,0.1528,0.0694,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-20,other,25.31,66.67,3.91,0.0,12.09,12.0,24.95,0.0,13,0.03,14.3,0.0,0.1126,0.1713,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-21,other,22.37,63.31,10.16,0.0,11.43,12.0,25.04,0.0,14,14.11,9.5,13.54,0.129,0.2012,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-22,other,28.01,73.43,9.51,0.0,10.82,11.94,25.05,0.0,15,0.0,7.5,0.0,0.1273,0.067,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-23,other,23.56,66.29,10.27,0.0,11.65,11.93,24.93,0.0,16,0.51,10.4,0.0,0.1588,0.1195,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-24,other,27.65,53.35,3.98,0.0,10.91,12.0,24.9,0.0,17,0.3,0.4,0.0,0.094,0.1015,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-25,other,27.26,77.56,0.88,0.0,13.0,12.0,24.93,0.0,18,0.3,8.9,0.0,0.1195,0.157,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-26,other,26.46,60.67,5.3,5.36,9.2,12.27,24.39,0.0,0,4.99,22.4,4.02,0.046,0.1775,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-27,other,25.49,58.2,3.53,0.0,12.3,12.02,24.9,0.0,1,15.25,18.5,16.25,0.1179,0.2075,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-28,other,24.83,61.74,10.81,0.0,10.31,12.0,25.04,0.0,2,12.79,10.9,12.09,0.1381,0.2279,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-29,other,28.24,60.01,7.42,0.0,11.21,11.92,24.91,0.0,3,9.6,4.7,8.55,0.1228,0.1919,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-30,other,26.81,57.31,3.74,0.0,9.97,12.0,24.84,0.0,4,15.46,30.3,16.3,0.1697,0.3022,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2022-12-31,other,22.92,72.27,8.37,0.0,12.23,12.0,24.9,0.0,5,89.59,94.5,92.34,0.1182,0.646,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-01,other,25.93,86.19,26.78,3.83,11.63,12.09,24.71,0.0,0,0.61,8.2,0.0,0.1403,0.0746,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-02,other,22.17,92.26,26.71,16.66,7.0,13.65,21.89,0.0,0,46.89,38.9,45.61,0.0526,0.323,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-03,other,25.77,80.98,25.02,7.17,9.79,14.01,21.32,0.0,0,15.73,28.0,19.34,0.0043,0.2155,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-04,other,25.03,75.22,27.48,13.26,8.47,14.88,20.07,0.0,0,34.33,29.8,31.89,0.0135,0.2289,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-05,other,29.26,77.64,30.57,11.85,9.46,15.47,19.3,0.0,0,50.07,53.2,52.81,0.0061,0.4253,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-06,other,27.13,79.44,27.32,0.0,8.96,15.04,19.85,0.0,1,9.16,26.1,12.31,0.027,0.0061,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-07,other,28.61,72.96,32.96,1.14,8.01,14.45,20.65,0.0,0,5.13,12.5,5.09,0.0,0.1629,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-08,other,26.59,81.29,32.09,0.0,8.24,14.03,21.27,0.0,1,58.08,55.5,53.58,0.0,0.4165,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-09,other,27.11,87.0,31.52,0.0,8.9,13.72,21.75,0.0,2,93.67,79.4,83.7,0.0,0.5586,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-10,other,29.01,75.11,33.07,3.5,10.03,13.36,22.34,0.0,0,30.48,28.9,32.01,0.0014,0.2776,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-11,other,26.72,76.27,30.88,0.0,8.87,12.82,23.28,0.0,1,44.93,43.0,42.04,0.0212,0.4432,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-12,other,27.19,75.86,40.17,0.0,8.1,12.14,24.59,0.0,2,46.05,50.5,42.53,0.1025,0.3612,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-13,other,29.34,73.14,33.31,0.0,10.65,12.0,25.07,0.0,3,73.35,71.2,72.84,0.1501,0.7043,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-14,other,22.51,88.73,42.78,0.0,9.3,11.94,25.12,0.0,4,37.79,40.0,42.33,0.1219,0.3529,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-15,other,26.79,84.48,31.77,0.13,9.56,11.92,24.91,0.0,5,47.33,59.8,49.77,0.0989,0.3585,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-16,other,27.07,76.16,20.24,0.0,9.07,12.0,24.88,0.0,6,62.08,67.9,69.77,0.0705,0.4922,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-17,other,26.38,71.81,31.65,6.44,10.49,12.0,24.89,0.0,0,36.58,42.4,36.08,0.1229,0.3994,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-18,other,26.44,64.76,37.99,0.0,9.0,12.0,25.16,0.0,1,66.14,60.2,63.84,0.0393,0.4954,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-19,other,31.89,83.83,35.15,11.19,7.56,12.59,23.32,0.0,0,53.56,53.0,58.28,0.0,0.4817,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-20,other,29.55,73.35,33.22,15.08,8.87,13.34,22.01,0.0,0,16.98,20.2,18.0,0.0082,0.1302,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-21,other,28.8,69.8,37.82,3.49,10.66,12.71,23.1,0.0,0,33.27,33.7,31.37,0.0,0.3413,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-22,other,31.53,75.2,28.73,0.0,9.73,12.0,24.47,0.0,1,28.04,27.8,26.29,0.1096,0.2681,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-23,other,30.35,69.43,40.06,17.5,9.32,12.66,23.19,0.0,0,29.63,25.5,29.88,0.0,0.3413,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-24,other,30.28,80.46,39.35,3.18,7.32,12.35,23.78,0.0,0,54.72,62.6,54.08,0.0291,0.4888,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-25,other,30.08,80.24,35.82,0.0,10.21,12.0,24.56,0.0,1,20.16,33.6,23.04,0.0024,0.2815,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-26,other,27.8,69.78,31.86,9.47,7.4,12.24,24.08,0.0,0,89.63,98.0,106.15,0.0662,0.6537,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-27,other,30.52,75.53,31.79,0.0,6.1,12.0,24.68,0.0,1,51.13,49.7,51.5,0.0419,0.4894,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-28,other,28.46,86.25,36.29,4.42,10.62,12.02,24.64,0.0,0,55.36,57.2,56.87,0.0513,0.4768,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-29,other,31.63,80.71,34.95,0.0,7.04,12.0,24.85,0.0,1,9.97,20.2,10.51,0.0842,0.1857,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-30,other,28.96,59.62,32.76,19.88,8.11,12.92,23.07,0.0,0,85.05,88.9,84.15,0.0323,0.6323,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-01-31,other,27.68,68.18,39.79,35.83,8.5,15.57,19.15,0.0,0,35.65,35.3,40.83,0.0,0.3874,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-01,summer,30.26,79.7,37.98,6.57,8.79,15.55,19.17,0.0,0,6.46,4.5,5.16,0.0759,0.0,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-02,summer,26.82,74.75,39.94,9.61,8.07,15.81,18.85,0.0,0,48.9,68.0,67.34,0.0402,0.5022,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-03,summer,28.64,62.67,30.04,5.05,7.41,15.44,19.3,0.0,0,10.32,23.8,10.69,0.0,0.1012,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-04,summer,30.98,67.41,39.3,7.79,11.19,14.96,19.92,0.0,0,21.75,28.4,25.33,0.0318,0.2045,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-05,summer,31.88,84.19,31.95,0.0,7.07,14.5,20.56,0.0,1,40.24,61.9,54.34,0.0452,0.3916,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-06,summer,29.94,79.45,39.46,9.01,8.46,14.72,20.25,0.0,0,50.73,52.0,49.97,0.0472,0.298,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-07,summer,27.69,69.96,25.83,13.2,8.52,15.43,19.32,0.0,0,53.1,62.7,62.83,0.0,0.549,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-08,summer,28.49,60.68,33.24,5.19,8.09,14.93,19.97,0.0,0,14.57,24.4,15.46,0.0051,0.1286,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-09,summer,31.89,65.08,25.86,0.0,9.18,14.0,21.3,0.0,1,80.9,80.9,72.0,0.0,0.6132,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-10,summer,30.01,64.72,32.82,0.0,8.25,13.0,22.93,0.0,2,49.69,53.6,51.61,0.0,0.4603,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-11,summer,29.28,67.29,38.59,0.0,8.93,12.0,24.85,0.0,3,29.36,28.1,31.96,0.1565,0.3589,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-12,summer,29.81,74.27,34.66,0.0,9.96,12.0,25.08,0.0,4,11.44,25.9,10.13,0.1523,0.281,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-13,summer,33.75,64.88,32.29,0.0,8.44,11.73,23.74,0.0,5,77.73,67.1,76.43,0.0,0.657,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-14,summer,32.94,69.4,26.11,3.83,10.09,12.0,23.44,0.0,0,27.08,30.6,33.29,0.0083,0.2415,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-15,summer,28.26,69.93,32.25,4.61,9.03,12.0,23.53,0.0,0,28.57,28.1,26.51,0.0,0.3124,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-16,summer,30.97,61.23,33.06,15.43,10.17,12.3,22.96,0.0,0,23.41,38.2,28.81,0.0,0.2626,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-17,summer,31.36,60.82,30.03,3.32,9.35,12.0,23.69,0.0,0,55.54,42.1,49.83,0.0,0.4879,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-18,summer,32.07,64.66,24.33,0.0,9.09,12.0,23.95,0.0,1,14.61,29.7,15.39,0.0,0.0858,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-19,summer,31.14,54.56,30.09,5.8,10.28,12.0,24.18,0.0,0,58.13,59.4,53.41,0.0001,0.4222,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-20,summer,33.38,56.55,37.57,4.32,7.49,12.0,24.53,0.0,0,41.83,41.3,40.09,0.0717,0.4164,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-21,summer,33.69,66.58,31.7,0.0,9.04,12.0,24.87,0.0,1,72.46,63.6,68.78,0.1289,0.5596,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-22,summer,31.29,59.3,29.11,3.8,10.03,12.0,25.11,0.0,0,17.27,29.5,16.5,0.1395,0.1806,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-23,summer,30.9,60.03,26.36,0.0,10.66,11.76,23.97,0.0,1,48.59,62.8,59.96,0.0,0.4486,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-24,summer,33.1,58.99,24.61,0.0,9.11,12.0,23.89,0.0,2,37.86,51.3,47.53,0.0,0.4356,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-25,summer,31.92,63.02,27.83,0.0,10.24,12.0,24.21,0.0,3,40.54,45.4,37.72,0.0183,0.407,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-26,summer,33.91,61.82,17.85,0.0,11.7,12.0,24.48,0.0,4,10.63,9.8,14.75,0.0825,0.0859,0,0.0,,2400.0,8.7642,78.1348
PAN-1,2023-02-27,summer,32.99,64.23,30.39,9.52,10.43,12.0,24.56,0.0,0,12.87,24.9,13.55,0.0614,0.1775,0,0.0,,2400.0,8.7642,78.1348
